"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CRI","PPP","TOT","NATUSD","A","2002",168.160883,
"CRI","PPP","TOT","NATUSD","A","2003",182.465688,
"CRI","PPP","TOT","NATUSD","A","2004",201.418699,
"CRI","PPP","TOT","NATUSD","A","2005",220.709011,
"CRI","PPP","TOT","NATUSD","A","2006",241.90248,
"CRI","PPP","TOT","NATUSD","A","2007",260.307856,
"CRI","PPP","TOT","NATUSD","A","2008",284.586636,
"CRI","PPP","TOT","NATUSD","A","2009",310.207075,
"CRI","PPP","TOT","NATUSD","A","2010",326.842192,
"CRI","PPP","TOT","NATUSD","A","2011",334.89666,
"CRI","PPP","TOT","NATUSD","A","2012",343.876659,
"CRI","PPP","TOT","NATUSD","A","2013",347.806785,
"CRI","PPP","TOT","NATUSD","A","2014",353.243788,
"CRI","PPP","TOT","NATUSD","A","2015",353.963974,
"CRI","PPP","TOT","NATUSD","A","2016",343.013617,
"CRI","PPP","TOT","NATUSD","A","2017",340.991882,
"CRI","PPP","TOT","NATUSD","A","2018",337.901936,
"CRI","PPP","TOT","NATUSD","A","2019",329.123776,
"CRI","PPP","TOT","NATUSD","A","2020",328.26028,
"CRI","PPP","TOT","NATUSD","A","2021",342.385629,
"BGR","PPP","TOT","NATUSD","A","1995",0.019598,
"BGR","PPP","TOT","NATUSD","A","1996",0.038185,
"BGR","PPP","TOT","NATUSD","A","1997",0.398176,
"BGR","PPP","TOT","NATUSD","A","1998",0.518721,
"BGR","PPP","TOT","NATUSD","A","1999",0.525167,
"BGR","PPP","TOT","NATUSD","A","2000",0.53596,
"BGR","PPP","TOT","NATUSD","A","2001",0.555871,
"BGR","PPP","TOT","NATUSD","A","2002",0.55829,
"BGR","PPP","TOT","NATUSD","A","2003",0.559801,
"BGR","PPP","TOT","NATUSD","A","2004",0.580243,
"BGR","PPP","TOT","NATUSD","A","2005",0.596499,
"BGR","PPP","TOT","NATUSD","A","2006",0.618318,
"BGR","PPP","TOT","NATUSD","A","2007",0.656358,
"BGR","PPP","TOT","NATUSD","A","2008",0.677681,
"BGR","PPP","TOT","NATUSD","A","2009",0.693162,
"BGR","PPP","TOT","NATUSD","A","2010",0.676944,
"BGR","PPP","TOT","NATUSD","A","2011",0.701072,
"BGR","PPP","TOT","NATUSD","A","2012",0.692817,
"BGR","PPP","TOT","NATUSD","A","2013",0.680006,
"BGR","PPP","TOT","NATUSD","A","2014",0.661232,
"BGR","PPP","TOT","NATUSD","A","2015",0.678699,
"BGR","PPP","TOT","NATUSD","A","2016",0.666663,
"BGR","PPP","TOT","NATUSD","A","2017",0.676282,
"BGR","PPP","TOT","NATUSD","A","2018",0.680103,
"BGR","PPP","TOT","NATUSD","A","2019",0.685703,
"BGR","PPP","TOT","NATUSD","A","2020",0.687358,
"BGR","PPP","TOT","NATUSD","A","2021",0.719135,
"HRV","PPP","TOT","NATUSD","A","1995",0.42245,
"HRV","PPP","TOT","NATUSD","A","1996",0.431511,
"HRV","PPP","TOT","NATUSD","A","1997",0.454418,
"HRV","PPP","TOT","NATUSD","A","1998",0.484967,
"HRV","PPP","TOT","NATUSD","A","1999",0.497227,
"HRV","PPP","TOT","NATUSD","A","2000",0.502553,
"HRV","PPP","TOT","NATUSD","A","2001",0.514066,
"HRV","PPP","TOT","NATUSD","A","2002",0.514879,
"HRV","PPP","TOT","NATUSD","A","2003",0.528745,
"HRV","PPP","TOT","NATUSD","A","2004",0.53196,
"HRV","PPP","TOT","NATUSD","A","2005",0.543299,
"HRV","PPP","TOT","NATUSD","A","2006",0.519566,
"HRV","PPP","TOT","NATUSD","A","2007",0.512987,
"HRV","PPP","TOT","NATUSD","A","2008",0.513958,
"HRV","PPP","TOT","NATUSD","A","2009",0.509971,
"HRV","PPP","TOT","NATUSD","A","2010",0.514109,
"HRV","PPP","TOT","NATUSD","A","2011",0.498058,
"HRV","PPP","TOT","NATUSD","A","2012",0.486315,
"HRV","PPP","TOT","NATUSD","A","2013",0.474498,
"HRV","PPP","TOT","NATUSD","A","2014",0.470303,
"HRV","PPP","TOT","NATUSD","A","2015",0.466172,
"HRV","PPP","TOT","NATUSD","A","2016",0.448869,
"HRV","PPP","TOT","NATUSD","A","2017",0.44126,
"HRV","PPP","TOT","NATUSD","A","2018",0.439453,
"HRV","PPP","TOT","NATUSD","A","2019",0.426624,
"HRV","PPP","TOT","NATUSD","A","2020",0.419851,
"HRV","PPP","TOT","NATUSD","A","2021",0.432278,
"CYP","PPP","TOT","NATUSD","A","1995",0.69,
"CYP","PPP","TOT","NATUSD","A","1996",0.696652,
"CYP","PPP","TOT","NATUSD","A","1997",0.702065,
"CYP","PPP","TOT","NATUSD","A","1998",0.711211,
"CYP","PPP","TOT","NATUSD","A","1999",0.720752,
"CYP","PPP","TOT","NATUSD","A","2000",0.717004,
"CYP","PPP","TOT","NATUSD","A","2001",0.711724,
"CYP","PPP","TOT","NATUSD","A","2002",0.710508,
"CYP","PPP","TOT","NATUSD","A","2003",0.736493,
"CYP","PPP","TOT","NATUSD","A","2004",0.733634,
"CYP","PPP","TOT","NATUSD","A","2005",0.722889,
"CYP","PPP","TOT","NATUSD","A","2006",0.70994,
"CYP","PPP","TOT","NATUSD","A","2007",0.694155,
"CYP","PPP","TOT","NATUSD","A","2008",0.693818,
"CYP","PPP","TOT","NATUSD","A","2009",0.682047,
"CYP","PPP","TOT","NATUSD","A","2010",0.700146,
"CYP","PPP","TOT","NATUSD","A","2011",0.69862,
"CYP","PPP","TOT","NATUSD","A","2012",0.706852,
"CYP","PPP","TOT","NATUSD","A","2013",0.687315,
"CYP","PPP","TOT","NATUSD","A","2014",0.679714,
"CYP","PPP","TOT","NATUSD","A","2015",0.663139,
"CYP","PPP","TOT","NATUSD","A","2016",0.622326,
"CYP","PPP","TOT","NATUSD","A","2017",0.615185,
"CYP","PPP","TOT","NATUSD","A","2018",0.612443,
"CYP","PPP","TOT","NATUSD","A","2019",0.596707,
"CYP","PPP","TOT","NATUSD","A","2020",0.592581,
"CYP","PPP","TOT","NATUSD","A","2021",0.600921,
"MLT","PPP","TOT","NATUSD","A","1995",0.579394,
"MLT","PPP","TOT","NATUSD","A","1996",0.576244,
"MLT","PPP","TOT","NATUSD","A","1997",0.575149,
"MLT","PPP","TOT","NATUSD","A","1998",0.580684,
"MLT","PPP","TOT","NATUSD","A","1999",0.583359,
"MLT","PPP","TOT","NATUSD","A","2000",0.579978,
"MLT","PPP","TOT","NATUSD","A","2001",0.58901,
"MLT","PPP","TOT","NATUSD","A","2002",0.581837,
"MLT","PPP","TOT","NATUSD","A","2003",0.573871,
"MLT","PPP","TOT","NATUSD","A","2004",0.566253,
"MLT","PPP","TOT","NATUSD","A","2005",0.572729,
"MLT","PPP","TOT","NATUSD","A","2006",0.5717,
"MLT","PPP","TOT","NATUSD","A","2007",0.568046,
"MLT","PPP","TOT","NATUSD","A","2008",0.571554,
"MLT","PPP","TOT","NATUSD","A","2009",0.569426,
"MLT","PPP","TOT","NATUSD","A","2010",0.572483,
"MLT","PPP","TOT","NATUSD","A","2011",0.574147,
"MLT","PPP","TOT","NATUSD","A","2012",0.579729,
"MLT","PPP","TOT","NATUSD","A","2013",0.577476,
"MLT","PPP","TOT","NATUSD","A","2014",0.586362,
"MLT","PPP","TOT","NATUSD","A","2015",0.599699,
"MLT","PPP","TOT","NATUSD","A","2016",0.583016,
"MLT","PPP","TOT","NATUSD","A","2017",0.586426,
"MLT","PPP","TOT","NATUSD","A","2018",0.586721,
"MLT","PPP","TOT","NATUSD","A","2019",0.571788,
"MLT","PPP","TOT","NATUSD","A","2020",0.569044,
"MLT","PPP","TOT","NATUSD","A","2021",0.579067,
"ROU","PPP","TOT","NATUSD","A","1995",0.061793,
"ROU","PPP","TOT","NATUSD","A","1996",0.087624,
"ROU","PPP","TOT","NATUSD","A","1997",0.203197,
"ROU","PPP","TOT","NATUSD","A","1998",0.296551,
"ROU","PPP","TOT","NATUSD","A","1999",0.438333,
"ROU","PPP","TOT","NATUSD","A","2000",0.616099,
"ROU","PPP","TOT","NATUSD","A","2001",0.813557,
"ROU","PPP","TOT","NATUSD","A","2002",0.978351,
"ROU","PPP","TOT","NATUSD","A","2003",1.176624,
"ROU","PPP","TOT","NATUSD","A","2004",1.268741,
"ROU","PPP","TOT","NATUSD","A","2005",1.401277,
"ROU","PPP","TOT","NATUSD","A","2006",1.39965,
"ROU","PPP","TOT","NATUSD","A","2007",1.487745,
"ROU","PPP","TOT","NATUSD","A","2008",1.566239,
"ROU","PPP","TOT","NATUSD","A","2009",1.56714,
"ROU","PPP","TOT","NATUSD","A","2010",1.537659,
"ROU","PPP","TOT","NATUSD","A","2011",1.55003,
"ROU","PPP","TOT","NATUSD","A","2012",1.563593,
"ROU","PPP","TOT","NATUSD","A","2013",1.606223,
"ROU","PPP","TOT","NATUSD","A","2014",1.628374,
"ROU","PPP","TOT","NATUSD","A","2015",1.662866,
"ROU","PPP","TOT","NATUSD","A","2016",1.596921,
"ROU","PPP","TOT","NATUSD","A","2017",1.613577,
"ROU","PPP","TOT","NATUSD","A","2018",1.665591,
"ROU","PPP","TOT","NATUSD","A","2019",1.660742,
"ROU","PPP","TOT","NATUSD","A","2020",1.661226,
"ROU","PPP","TOT","NATUSD","A","2021",1.712335,
"MKD","PPP","TOT","NATUSD","A","1997",18.746602,
"MKD","PPP","TOT","NATUSD","A","1998",18.750692,
"MKD","PPP","TOT","NATUSD","A","1999",19.039256,
"MKD","PPP","TOT","NATUSD","A","2000",19.943667,
"MKD","PPP","TOT","NATUSD","A","2001",20.498408,
"MKD","PPP","TOT","NATUSD","A","2002",20.015094,
"MKD","PPP","TOT","NATUSD","A","2003",20.099522,
"MKD","PPP","TOT","NATUSD","A","2004",19.261623,
"MKD","PPP","TOT","NATUSD","A","2005",19.293497,
"MKD","PPP","TOT","NATUSD","A","2006",18.888338,
"MKD","PPP","TOT","NATUSD","A","2007",19.51138,
"MKD","PPP","TOT","NATUSD","A","2008",19.263906,
"MKD","PPP","TOT","NATUSD","A","2009",18.36314,
"MKD","PPP","TOT","NATUSD","A","2010",18.73046,
"MKD","PPP","TOT","NATUSD","A","2011",19.289463,
"MKD","PPP","TOT","NATUSD","A","2012",19.003542,
"MKD","PPP","TOT","NATUSD","A","2013",19.105341,
"MKD","PPP","TOT","NATUSD","A","2014",18.995965,
"MKD","PPP","TOT","NATUSD","A","2015",19.440576,
"MKD","PPP","TOT","NATUSD","A","2016",18.958594,
"MKD","PPP","TOT","NATUSD","A","2017",18.970187,
"MKD","PPP","TOT","NATUSD","A","2018",18.95113,
"MKD","PPP","TOT","NATUSD","A","2019",18.523246,
"MKD","PPP","TOT","NATUSD","A","2020",18.641518,
"MKD","PPP","TOT","NATUSD","A","2021",19.021869,
"ZMB","PPP","TOT","NATUSD","A","1990",0.009567,
"ZMB","PPP","TOT","NATUSD","A","1991",0.017828,
"ZMB","PPP","TOT","NATUSD","A","1992",0.046285,
"ZMB","PPP","TOT","NATUSD","A","1993",0.110166,
"ZMB","PPP","TOT","NATUSD","A","1994",0.194954,
"ZMB","PPP","TOT","NATUSD","A","1995",0.249402,
"ZMB","PPP","TOT","NATUSD","A","1996",0.304553,
"ZMB","PPP","TOT","NATUSD","A","1997",0.375443,
"ZMB","PPP","TOT","NATUSD","A","1998",0.434034,
"ZMB","PPP","TOT","NATUSD","A","1999",0.504717,
"ZMB","PPP","TOT","NATUSD","A","2000",0.654497,
"ZMB","PPP","TOT","NATUSD","A","2001",0.802215,
"ZMB","PPP","TOT","NATUSD","A","2002",0.943074,
"ZMB","PPP","TOT","NATUSD","A","2003",1.087662,
"ZMB","PPP","TOT","NATUSD","A","2004",1.268074,
"ZMB","PPP","TOT","NATUSD","A","2005",1.434236,
"ZMB","PPP","TOT","NATUSD","A","2006",1.593633,
"ZMB","PPP","TOT","NATUSD","A","2007",1.752957,
"ZMB","PPP","TOT","NATUSD","A","2008",1.902978,
"ZMB","PPP","TOT","NATUSD","A","2009",1.995984,
"ZMB","PPP","TOT","NATUSD","A","2010",2.247433,
"ZMB","PPP","TOT","NATUSD","A","2011",2.446346,
"ZMB","PPP","TOT","NATUSD","A","2012",2.651491,
"ZMB","PPP","TOT","NATUSD","A","2013",2.832861,
"ZMB","PPP","TOT","NATUSD","A","2014",3.064822,
"ZMB","PPP","TOT","NATUSD","A","2015",3.366482,
"ZMB","PPP","TOT","NATUSD","A","2016",3.878827,
"ZMB","PPP","TOT","NATUSD","A","2017",4.19258,
"ZMB","PPP","TOT","NATUSD","A","2018",4.398242,
"ZMB","PPP","TOT","NATUSD","A","2019",4.650791,
"ZMB","PPP","TOT","NATUSD","A","2020",5.226975,
"ZMB","PPP","TOT","NATUSD","A","2021",6.190462,
"HKG","PPP","TOT","NATUSD","A","1990",5.756114,
"HKG","PPP","TOT","NATUSD","A","1991",6.076747,
"HKG","PPP","TOT","NATUSD","A","1992",6.529512,
"HKG","PPP","TOT","NATUSD","A","1993",6.92769,
"HKG","PPP","TOT","NATUSD","A","1994",7.211611,
"HKG","PPP","TOT","NATUSD","A","1995",7.355891,
"HKG","PPP","TOT","NATUSD","A","1996",7.648636,
"HKG","PPP","TOT","NATUSD","A","1997",7.952082,
"HKG","PPP","TOT","NATUSD","A","1998",7.959501,
"HKG","PPP","TOT","NATUSD","A","1999",7.527416,
"HKG","PPP","TOT","NATUSD","A","2000",7.11082,
"HKG","PPP","TOT","NATUSD","A","2001",6.830776,
"HKG","PPP","TOT","NATUSD","A","2002",6.49715,
"HKG","PPP","TOT","NATUSD","A","2003",5.988626,
"HKG","PPP","TOT","NATUSD","A","2004",5.62265,
"HKG","PPP","TOT","NATUSD","A","2005",5.443514,
"HKG","PPP","TOT","NATUSD","A","2006",5.252335,
"HKG","PPP","TOT","NATUSD","A","2007",5.274579,
"HKG","PPP","TOT","NATUSD","A","2008",5.241643,
"HKG","PPP","TOT","NATUSD","A","2009",5.188709,
"HKG","PPP","TOT","NATUSD","A","2010",5.140969,
"HKG","PPP","TOT","NATUSD","A","2011",5.232639,
"HKG","PPP","TOT","NATUSD","A","2012",5.454228,
"HKG","PPP","TOT","NATUSD","A","2013",5.547579,
"HKG","PPP","TOT","NATUSD","A","2014",5.70645,
"HKG","PPP","TOT","NATUSD","A","2015",5.831053,
"HKG","PPP","TOT","NATUSD","A","2016",5.932289,
"HKG","PPP","TOT","NATUSD","A","2017",6.011433,
"HKG","PPP","TOT","NATUSD","A","2018",6.086029,
"HKG","PPP","TOT","NATUSD","A","2019",6.101328,
"HKG","PPP","TOT","NATUSD","A","2020",6.063317,
"HKG","PPP","TOT","NATUSD","A","2021",5.851252,
"MDG","PPP","TOT","NATUSD","A","1990",83.595136,
"MDG","PPP","TOT","NATUSD","A","1991",87.766267,
"MDG","PPP","TOT","NATUSD","A","1992",98.31101,
"MDG","PPP","TOT","NATUSD","A","1993",105.628445,
"MDG","PPP","TOT","NATUSD","A","1994",143.745647,
"MDG","PPP","TOT","NATUSD","A","1995",209.832945,
"MDG","PPP","TOT","NATUSD","A","1996",246.779201,
"MDG","PPP","TOT","NATUSD","A","1997",253.493142,
"MDG","PPP","TOT","NATUSD","A","1998",266.238387,
"MDG","PPP","TOT","NATUSD","A","1999",281.412883,
"MDG","PPP","TOT","NATUSD","A","2000",307.017714,
"MDG","PPP","TOT","NATUSD","A","2001",324.02403,
"MDG","PPP","TOT","NATUSD","A","2002",371.690308,
"MDG","PPP","TOT","NATUSD","A","2003",358.285566,
"MDG","PPP","TOT","NATUSD","A","2004",397.613617,
"MDG","PPP","TOT","NATUSD","A","2005",456.321253,
"MDG","PPP","TOT","NATUSD","A","2006",490.317975,
"MDG","PPP","TOT","NATUSD","A","2007",526.532055,
"MDG","PPP","TOT","NATUSD","A","2008",555.299552,
"MDG","PPP","TOT","NATUSD","A","2009",589.995537,
"MDG","PPP","TOT","NATUSD","A","2010",642.562215,
"MDG","PPP","TOT","NATUSD","A","2011",694.862671,
"MDG","PPP","TOT","NATUSD","A","2012",742.898193,
"MDG","PPP","TOT","NATUSD","A","2013",777.658813,
"MDG","PPP","TOT","NATUSD","A","2014",823.956116,
"MDG","PPP","TOT","NATUSD","A","2015",886.091309,
"MDG","PPP","TOT","NATUSD","A","2016",941.010864,
"MDG","PPP","TOT","NATUSD","A","2017",1013.434631,
"MDG","PPP","TOT","NATUSD","A","2018",1060.518935,
"MDG","PPP","TOT","NATUSD","A","2019",1128.765955,
"MDG","PPP","TOT","NATUSD","A","2020",1171.720142,
"MDG","PPP","TOT","NATUSD","A","2021",1205.855631,
"MAR","PPP","TOT","NATUSD","A","1990",3.903866,
"MAR","PPP","TOT","NATUSD","A","1991",3.979939,
"MAR","PPP","TOT","NATUSD","A","1992",4.069787,
"MAR","PPP","TOT","NATUSD","A","1993",4.09621,
"MAR","PPP","TOT","NATUSD","A","1994",4.036851,
"MAR","PPP","TOT","NATUSD","A","1995",4.252004,
"MAR","PPP","TOT","NATUSD","A","1996",4.193735,
"MAR","PPP","TOT","NATUSD","A","1997",4.152054,
"MAR","PPP","TOT","NATUSD","A","1998",4.121908,
"MAR","PPP","TOT","NATUSD","A","1999",4.087778,
"MAR","PPP","TOT","NATUSD","A","2000",3.967548,
"MAR","PPP","TOT","NATUSD","A","2001",3.905442,
"MAR","PPP","TOT","NATUSD","A","2002",3.891983,
"MAR","PPP","TOT","NATUSD","A","2003",3.857213,
"MAR","PPP","TOT","NATUSD","A","2004",3.802175,
"MAR","PPP","TOT","NATUSD","A","2005",3.730461,
"MAR","PPP","TOT","NATUSD","A","2006",3.67482,
"MAR","PPP","TOT","NATUSD","A","2007",3.706756,
"MAR","PPP","TOT","NATUSD","A","2008",3.801775,
"MAR","PPP","TOT","NATUSD","A","2009",3.783112,
"MAR","PPP","TOT","NATUSD","A","2010",3.774658,
"MAR","PPP","TOT","NATUSD","A","2011",3.672276,
"MAR","PPP","TOT","NATUSD","A","2012",3.749629,
"MAR","PPP","TOT","NATUSD","A","2013",3.79399,
"MAR","PPP","TOT","NATUSD","A","2014",4.033863,
"MAR","PPP","TOT","NATUSD","A","2015",3.996445,
"MAR","PPP","TOT","NATUSD","A","2016",3.994037,
"MAR","PPP","TOT","NATUSD","A","2017",4.02344,
"MAR","PPP","TOT","NATUSD","A","2018",3.972381,
"MAR","PPP","TOT","NATUSD","A","2019",3.955536,
"MAR","PPP","TOT","NATUSD","A","2020",3.941947,
"MAR","PPP","TOT","NATUSD","A","2021",3.859583,
"SGP","PPP","TOT","NATUSD","A","1990",0.971486,
"SGP","PPP","TOT","NATUSD","A","1991",0.981387,
"SGP","PPP","TOT","NATUSD","A","1992",0.972836,
"SGP","PPP","TOT","NATUSD","A","1993",0.983155,
"SGP","PPP","TOT","NATUSD","A","1994",0.995931,
"SGP","PPP","TOT","NATUSD","A","1995",1.00646,
"SGP","PPP","TOT","NATUSD","A","1996",1.003251,
"SGP","PPP","TOT","NATUSD","A","1997",0.996944,
"SGP","PPP","TOT","NATUSD","A","1998",0.972748,
"SGP","PPP","TOT","NATUSD","A","1999",0.92491,
"SGP","PPP","TOT","NATUSD","A","2000",0.939362,
"SGP","PPP","TOT","NATUSD","A","2001",0.901997,
"SGP","PPP","TOT","NATUSD","A","2002",0.880189,
"SGP","PPP","TOT","NATUSD","A","2003",0.847625,
"SGP","PPP","TOT","NATUSD","A","2004",0.858151,
"SGP","PPP","TOT","NATUSD","A","2005",0.847872,
"SGP","PPP","TOT","NATUSD","A","2006",0.837662,
"SGP","PPP","TOT","NATUSD","A","2007",0.863878,
"SGP","PPP","TOT","NATUSD","A","2008",0.835911,
"SGP","PPP","TOT","NATUSD","A","2009",0.855122,
"SGP","PPP","TOT","NATUSD","A","2010",0.854328,
"SGP","PPP","TOT","NATUSD","A","2011",0.846738,
"SGP","PPP","TOT","NATUSD","A","2012",0.845872,
"SGP","PPP","TOT","NATUSD","A","2013",0.858817,
"SGP","PPP","TOT","NATUSD","A","2014",0.863951,
"SGP","PPP","TOT","NATUSD","A","2015",0.8796,
"SGP","PPP","TOT","NATUSD","A","2016",0.878306,
"SGP","PPP","TOT","NATUSD","A","2017",0.88598,
"SGP","PPP","TOT","NATUSD","A","2018",0.895652,
"SGP","PPP","TOT","NATUSD","A","2019",0.876752,
"SGP","PPP","TOT","NATUSD","A","2020",0.840563,
"SGP","PPP","TOT","NATUSD","A","2021",0.839572,
"EU27_2020","PPP","TOT","NATUSD","A","1995",0.837485,
"EU27_2020","PPP","TOT","NATUSD","A","1996",0.847345,
"EU27_2020","PPP","TOT","NATUSD","A","1997",0.836655,
"EU27_2020","PPP","TOT","NATUSD","A","1998",0.831992,
"EU27_2020","PPP","TOT","NATUSD","A","1999",0.835554,
"EU27_2020","PPP","TOT","NATUSD","A","2000",0.830536,
"EU27_2020","PPP","TOT","NATUSD","A","2001",0.82767,
"EU27_2020","PPP","TOT","NATUSD","A","2002",0.819609,
"EU27_2020","PPP","TOT","NATUSD","A","2003",0.820908,
"EU27_2020","PPP","TOT","NATUSD","A","2004",0.816956,
"EU27_2020","PPP","TOT","NATUSD","A","2005",0.818857,
"EU27_2020","PPP","TOT","NATUSD","A","2006",0.79493,
"EU27_2020","PPP","TOT","NATUSD","A","2007",0.789426,
"EU27_2020","PPP","TOT","NATUSD","A","2008",0.775888,
"EU27_2020","PPP","TOT","NATUSD","A","2009",0.754983,
"EU27_2020","PPP","TOT","NATUSD","A","2010",0.756756,
"EU27_2020","PPP","TOT","NATUSD","A","2011",0.745078,
"EU27_2020","PPP","TOT","NATUSD","A","2012",0.738366,
"EU27_2020","PPP","TOT","NATUSD","A","2013",0.721629,
"EU27_2020","PPP","TOT","NATUSD","A","2014",0.71661,
"EU27_2020","PPP","TOT","NATUSD","A","2015",0.718866,
"EU27_2020","PPP","TOT","NATUSD","A","2016",0.694576,
"EU27_2020","PPP","TOT","NATUSD","A","2017",0.686815,
"EU27_2020","PPP","TOT","NATUSD","A","2018",0.678076,
"EU27_2020","PPP","TOT","NATUSD","A","2019",0.659787,
"EU27_2020","PPP","TOT","NATUSD","A","2020",0.655107,
"EU27_2020","PPP","TOT","NATUSD","A","2021",0.663146,
"ALB","PPP","TOT","NATUSD","A","1997",38.723841,
"ALB","PPP","TOT","NATUSD","A","1998",40.716535,
"ALB","PPP","TOT","NATUSD","A","1999",41.101712,
"ALB","PPP","TOT","NATUSD","A","2000",42.019486,
"ALB","PPP","TOT","NATUSD","A","2001",42.817111,
"ALB","PPP","TOT","NATUSD","A","2002",42.926277,
"ALB","PPP","TOT","NATUSD","A","2003",44.590902,
"ALB","PPP","TOT","NATUSD","A","2004",44.898365,
"ALB","PPP","TOT","NATUSD","A","2005",45.527297,
"ALB","PPP","TOT","NATUSD","A","2006",44.418875,
"ALB","PPP","TOT","NATUSD","A","2007",44.629817,
"ALB","PPP","TOT","NATUSD","A","2008",44.561274,
"ALB","PPP","TOT","NATUSD","A","2009",44.335825,
"ALB","PPP","TOT","NATUSD","A","2010",44.196575,
"ALB","PPP","TOT","NATUSD","A","2011",43.857653,
"ALB","PPP","TOT","NATUSD","A","2012",43.655213,
"ALB","PPP","TOT","NATUSD","A","2013",44.113607,
"ALB","PPP","TOT","NATUSD","A","2014",42.894115,
"ALB","PPP","TOT","NATUSD","A","2015",42.705735,
"ALB","PPP","TOT","NATUSD","A","2016",42.385674,
"ALB","PPP","TOT","NATUSD","A","2017",42.255635,
"ALB","PPP","TOT","NATUSD","A","2018",42.302971,
"ALB","PPP","TOT","NATUSD","A","2019",41.144098,
"ALB","PPP","TOT","NATUSD","A","2020",41.281216,
"ALB","PPP","TOT","NATUSD","A","2021",42.512743,
"SRB","PPP","TOT","NATUSD","A","2000",9.598673,
"SRB","PPP","TOT","NATUSD","A","2001",17.82793,
"SRB","PPP","TOT","NATUSD","A","2002",20.357691,
"SRB","PPP","TOT","NATUSD","A","2003",22.634732,
"SRB","PPP","TOT","NATUSD","A","2004",24.093756,
"SRB","PPP","TOT","NATUSD","A","2005",27.032759,
"SRB","PPP","TOT","NATUSD","A","2006",28.828782,
"SRB","PPP","TOT","NATUSD","A","2007",30.421645,
"SRB","PPP","TOT","NATUSD","A","2008",31.3247,
"SRB","PPP","TOT","NATUSD","A","2009",33.26091,
"SRB","PPP","TOT","NATUSD","A","2010",34.833767,
"SRB","PPP","TOT","NATUSD","A","2011",36.323651,
"SRB","PPP","TOT","NATUSD","A","2012",37.982496,
"SRB","PPP","TOT","NATUSD","A","2013",39.322713,
"SRB","PPP","TOT","NATUSD","A","2014",39.802158,
"SRB","PPP","TOT","NATUSD","A","2015",40.737336,
"SRB","PPP","TOT","NATUSD","A","2016",40.45503,
"SRB","PPP","TOT","NATUSD","A","2017",40.821015,
"SRB","PPP","TOT","NATUSD","A","2018",41.00432,
"SRB","PPP","TOT","NATUSD","A","2019",40.229964,
"SRB","PPP","TOT","NATUSD","A","2020",40.798796,
"SRB","PPP","TOT","NATUSD","A","2021",42.392183,
"GEO","PPP","TOT","NATUSD","A","1990",0.000001,
"GEO","PPP","TOT","NATUSD","A","1991",0.000001,
"GEO","PPP","TOT","NATUSD","A","1992",0.000012,
"GEO","PPP","TOT","NATUSD","A","1993",0.001793,
"GEO","PPP","TOT","NATUSD","A","1994",0.107807,
"GEO","PPP","TOT","NATUSD","A","1995",0.277419,
"GEO","PPP","TOT","NATUSD","A","1996",0.389667,
"GEO","PPP","TOT","NATUSD","A","1997",0.408101,
"GEO","PPP","TOT","NATUSD","A","1998",0.431553,
"GEO","PPP","TOT","NATUSD","A","1999",0.466949,
"GEO","PPP","TOT","NATUSD","A","2000",0.477975,
"GEO","PPP","TOT","NATUSD","A","2001",0.492574,
"GEO","PPP","TOT","NATUSD","A","2002",0.513724,
"GEO","PPP","TOT","NATUSD","A","2003",0.521033,
"GEO","PPP","TOT","NATUSD","A","2004",0.550197,
"GEO","PPP","TOT","NATUSD","A","2005",0.575807,
"GEO","PPP","TOT","NATUSD","A","2006",0.605766,
"GEO","PPP","TOT","NATUSD","A","2007",0.645648,
"GEO","PPP","TOT","NATUSD","A","2008",0.694286,
"GEO","PPP","TOT","NATUSD","A","2009",0.675129,
"GEO","PPP","TOT","NATUSD","A","2010",0.761769,
"GEO","PPP","TOT","NATUSD","A","2011",0.811295,
"GEO","PPP","TOT","NATUSD","A","2012",0.743101,
"GEO","PPP","TOT","NATUSD","A","2013",0.724774,
"GEO","PPP","TOT","NATUSD","A","2014",0.722902,
"GEO","PPP","TOT","NATUSD","A","2015",0.753517,
"GEO","PPP","TOT","NATUSD","A","2016",0.747673,
"GEO","PPP","TOT","NATUSD","A","2017",0.804572,
"GEO","PPP","TOT","NATUSD","A","2018",0.820068,
"GEO","PPP","TOT","NATUSD","A","2019",0.84749,
"GEO","PPP","TOT","NATUSD","A","2020",0.898371,
"GEO","PPP","TOT","NATUSD","A","2021",0.955514,
"CMR","PPP","TOT","NATUSD","A","1990",164.4923,
"CMR","PPP","TOT","NATUSD","A","1991",164.789762,
"CMR","PPP","TOT","NATUSD","A","1992",159.059468,
"CMR","PPP","TOT","NATUSD","A","1993",217.216733,
"CMR","PPP","TOT","NATUSD","A","1994",233.131882,
"CMR","PPP","TOT","NATUSD","A","1995",239.744468,
"CMR","PPP","TOT","NATUSD","A","1996",236.400347,
"CMR","PPP","TOT","NATUSD","A","1997",246.717149,
"CMR","PPP","TOT","NATUSD","A","1998",246.571588,
"CMR","PPP","TOT","NATUSD","A","1999",240.422451,
"CMR","PPP","TOT","NATUSD","A","2000",238.69688,
"CMR","PPP","TOT","NATUSD","A","2001",239.202055,
"CMR","PPP","TOT","NATUSD","A","2002",242.066023,
"CMR","PPP","TOT","NATUSD","A","2003",242.016921,
"CMR","PPP","TOT","NATUSD","A","2004",236.018798,
